customer_id,age,income,preferred_product,transactions_last_year,avg_spend,recency_days,loyalty_score
1198,50,33689,Toothpaste,4,7.86,31,71
1199,46,64377,Toothbrush,6,8.21,37,76
1200,60,41135,Whitening Kit,6,12.31,23,78
1201,39,60905,Toothbrush,10,7.58,96,72
1202,43,28118,Mouthwash,10,4.18,88,76
1203,45,52030,Whitening Kit,7,10.55,4,87
1204,38,36158,Toothpaste,6,7.38,117,65
1205,24,28016,Whitening Kit,9,7.1,43,76
1206,34,47622,Toothpaste,10,4.59,38,85
1207,37,57113,Toothbrush,11,8.77,15,84
1208,58,34860,Toothpaste,8,7.89,11,74
1209,37,27011,Mouthwash,2,7.7,25,75
1210,39,43897,Mouthwash,8,9.84,26,79
1211,45,43950,Mouthwash,1,10.15,118,55
1212,57,51579,Whitening Kit,5,8.3,39,78
1213,24,56395,Mouthwash,10,8.85,56,81
1214,18,44287,Mouthwash,10,8.37,51,80
1215,49,67266,Whitening Kit,9,11.68,101,68
1216,30,47690,Toothbrush,13,5.23,100,67
1217,47,40842,Mouthwash,7,4.79,33,80
1218,40,25661,Mouthwash,7,4.53,112,66
1219,36,41848,Whitening Kit,12,8.79,108,73
1220,49,40963,Toothbrush,2,7.22,20,71
1221,47,56523,Toothbrush,9,4.73,114,67
1222,46,50549,Toothbrush,6,7.02,52,68
1223,62,30847,Whitening Kit,10,12.89,34,80
1224,46,47067,Toothpaste,14,8.57,45,79
1225,47,53058,Toothpaste,12,11.19,76,76
1226,33,63336,Mouthwash,5,4.24,100,64
1227,57,55650,Mouthwash,9,8.23,4,85
1228,36,54130,Mouthwash,5,8.78,13,75
1229,35,45721,Toothpaste,7,9.23,59,72
1230,18,49659,Whitening Kit,14,6.87,67,79
1231,31,59994,Mouthwash,10,9.97,53,78
1232,64,29006,Whitening Kit,12,8.73,17,87
1233,19,40806,Mouthwash,8,7.72,71,71
1234,45,35729,Whitening Kit,9,6.43,45,77
1235,47,49549,Whitening Kit,5,3.79,47,72
1236,55,59762,Toothpaste,7,2.71,78,73
1237,21,37836,Whitening Kit,11,5.82,96,73
1238,18,16316,Toothbrush,8,7.11,112,65
1239,25,40053,Toothpaste,8,5.81,113,69
1240,46,55961,Mouthwash,6,8.36,26,76
1241,56,51451,Toothpaste,9,9.56,31,84
1242,20,50138,Toothbrush,9,4.37,112,68
1243,49,41640,Toothbrush,8,8.87,31,78
1244,27,29651,Whitening Kit,8,7.43,80,75
1245,27,51183,Toothbrush,5,3.19,60,69
1246,36,34988,Toothbrush,14,9.77,1,96
1247,63,71209,Toothbrush,10,5.16,46,78
1248,51,51846,Toothbrush,6,13.93,34,78
1249,50,38032,Mouthwash,7,10.42,90,67
1250,40,37663,Mouthwash,11,7.14,54,80
1251,45,43884,Toothpaste,9,7.5,59,78
1252,49,42125,Whitening Kit,4,4.02,94,70
1253,24,58402,Mouthwash,9,11.89,41,83
1254,46,47236,Toothbrush,8,5.38,51,81
1255,25,36220,Whitening Kit,10,7.6,5,88
1256,18,67685,Mouthwash,9,5.89,88,69
1257,20,45591,Toothpaste,8,8.65,10,78
1258,41,54226,Toothbrush,8,7.45,38,75
1259,40,37701,Whitening Kit,13,5.93,35,82
1260,25,49357,Mouthwash,7,8.66,66,67
1261,64,48733,Whitening Kit,9,11.26,93,66
1262,54,22324,Mouthwash,9,7.62,19,77
1263,20,69183,Toothpaste,5,2.02,38,74
1264,50,60487,Toothbrush,7,8.44,53,73
1265,45,40233,Toothpaste,12,3.81,106,75
1266,64,31772,Toothbrush,8,4.08,50,80
1267,25,49170,Toothbrush,8,3.82,78,69
1268,51,46040,Whitening Kit,9,9.27,92,73
1269,52,49268,Mouthwash,6,3.87,34,76
1270,49,47298,Toothpaste,7,9.97,4,78
1271,41,51074,Toothpaste,4,9.53,61,69
1272,31,62367,Toothpaste,8,5.34,111,64
1273,49,51817,Whitening Kit,11,8.7,89,74
1274,63,32404,Whitening Kit,9,10.45,117,62
1275,60,61350,Whitening Kit,6,6.04,119,59
1276,33,64687,Toothbrush,10,10.58,119,64
1277,21,82824,Toothpaste,6,7.92,70,68
1278,54,31518,Toothbrush,8,5.78,92,70
1279,38,47914,Toothpaste,9,9.56,102,60
1280,31,20014,Toothpaste,6,5.68,9,82
1281,48,51637,Mouthwash,10,10.96,52,79
1282,35,38421,Toothpaste,6,4.62,82,70
1283,24,68081,Whitening Kit,6,10.77,119,61
1284,27,35704,Whitening Kit,8,8.05,31,79
1285,24,24729,Whitening Kit,6,9.28,86,68
1286,50,39344,Mouthwash,8,6.52,68,69
1287,40,21294,Mouthwash,7,8.48,33,77
1288,38,54013,Toothbrush,6,1.18,100,62
1289,36,20219,Toothpaste,4,8.05,118,65
1290,36,45341,Toothpaste,11,4.22,59,79
1291,53,20066,Whitening Kit,8,9.37,35,77
1292,46,41156,Whitening Kit,3,6.16,13,80
1293,35,64720,Whitening Kit,10,6.14,79,76
1294,19,49327,Whitening Kit,5,4.59,61,71
1295,18,34638,Whitening Kit,8,7.96,97,68
1296,64,44625,Whitening Kit,9,5.38,92,71
1297,22,45216,Toothpaste,4,7.37,48,72
1298,37,50671,Mouthwash,10,6.68,98,67
1299,28,28597,Whitening Kit,13,4.94,38,85
1300,59,52110,Toothpaste,8,6.53,65,77
1301,19,12547,Whitening Kit,11,6.02,54,79
1302,20,37441,Toothbrush,9,9.93,31,82
1303,40,39140,Toothbrush,15,10.34,49,82
1304,29,52599,Toothpaste,5,4.2,81,62
1305,37,45271,Mouthwash,9,7.98,22,85
1306,22,28133,Toothbrush,11,6.8,96,70
1307,54,33180,Toothbrush,9,5.3,29,88
1308,55,47384,Mouthwash,8,7.86,65,71
1309,47,44051,Toothbrush,7,8.67,48,74
1310,26,38050,Whitening Kit,5,0.85,92,65
1311,51,39229,Mouthwash,8,10.01,105,66
1312,61,53354,Toothbrush,8,9.28,66,76
1313,52,38787,Mouthwash,8,7.43,25,83
1314,39,43942,Whitening Kit,5,5.31,21,81
1315,61,71039,Toothbrush,8,8.72,101,66
1316,41,27915,Toothpaste,9,5.86,26,86
1317,34,22777,Toothbrush,12,10.67,104,76
1318,27,54403,Toothbrush,6,9.74,1,78
1319,47,36856,Whitening Kit,8,7.55,32,79
1320,63,41181,Toothpaste,5,5.49,73,73
1321,40,35626,Toothpaste,7,8.74,46,73
1322,49,41882,Toothpaste,14,9.48,113,75
1323,34,64182,Whitening Kit,6,6.66,5,84
1324,34,54625,Whitening Kit,16,8.53,40,87
1325,31,55346,Whitening Kit,12,6.3,17,91
1326,26,28005,Whitening Kit,5,3.14,53,70
1327,57,31186,Whitening Kit,4,3.34,93,65
1328,19,10931,Toothpaste,5,7.89,108,70
1329,62,35287,Mouthwash,5,11.31,83,65
1330,42,56480,Whitening Kit,6,5.08,104,60
1331,56,51203,Mouthwash,10,5.49,29,79
1332,26,42341,Toothbrush,12,8.25,115,73
1333,39,44732,Toothbrush,5,7.59,76,66
1334,60,36733,Whitening Kit,9,8.21,8,86
1335,63,47457,Toothbrush,9,8.79,107,66
1336,21,54190,Mouthwash,13,7.45,43,88
1337,43,25609,Toothbrush,7,7.84,95,69
1338,46,48595,Toothbrush,7,4.68,15,84
1339,62,56189,Mouthwash,7,6.45,34,83
1340,51,40018,Toothbrush,6,10.66,90,70
1341,40,53408,Whitening Kit,12,8.68,35,83
1342,54,78775,Mouthwash,8,8.2,93,72
1343,28,43747,Mouthwash,7,5.32,33,78
1344,23,49719,Toothpaste,11,5.49,97,69
1345,35,36143,Toothpaste,14,4.81,100,71
1346,38,47175,Mouthwash,5,2.91,21,72
1347,59,50523,Mouthwash,6,6.83,94,64
1348,53,47338,Toothpaste,5,6.53,19,82
1349,58,32763,Whitening Kit,7,7.96,96,65
1350,55,47476,Toothbrush,7,10.09,114,61
1351,51,62546,Toothbrush,7,5.93,1,87
1352,34,50383,Toothbrush,9,10.62,51,74
1353,54,56543,Mouthwash,7,8.79,33,80
1354,42,42155,Whitening Kit,12,11.05,26,85
1355,55,53998,Toothpaste,7,4.65,42,73
1356,29,48351,Whitening Kit,14,10.43,54,84
1357,40,33589,Whitening Kit,5,5.81,45,74
1358,59,48822,Toothbrush,5,5.51,27,74
1359,39,33099,Toothpaste,7,7.35,51,73
1360,38,37405,Whitening Kit,8,5.38,28,87
1361,44,47271,Toothpaste,6,8.57,84,72
1362,48,48566,Mouthwash,9,9.6,8,86
1363,23,30729,Toothbrush,8,8.73,90,70
1364,44,57647,Toothpaste,5,7.36,31,78
1365,57,51864,Mouthwash,8,10.45,5,78
1366,51,36543,Mouthwash,7,8.57,11,79
1367,29,26548,Mouthwash,16,7.14,85,87
1368,62,43261,Whitening Kit,8,7.18,72,69
1369,24,39648,Whitening Kit,7,5.29,26,82
1370,27,46357,Toothbrush,6,5.09,60,72
1371,62,40642,Toothbrush,12,6.36,46,86
1372,34,20910,Mouthwash,3,4.87,12,73
1373,43,40339,Toothbrush,5,4.62,107,62
1374,38,41332,Whitening Kit,6,5.21,13,76
1375,45,52603,Toothbrush,11,10.19,74,75
1376,63,36621,Toothpaste,6,5.48,116,63
1377,19,65144,Whitening Kit,6,9.56,93,68
1378,60,22060,Mouthwash,5,5.9,8,85
1379,18,60734,Mouthwash,6,7.97,42,76
1380,53,42308,Toothbrush,9,5.47,117,65
1381,43,55315,Whitening Kit,5,7.99,102,70
1382,46,45957,Mouthwash,8,13.19,65,71
1383,38,58674,Mouthwash,9,5.76,9,84
1384,28,40351,Whitening Kit,6,6.77,4,83
1385,57,31816,Whitening Kit,8,4.53,97,71
1386,28,62046,Mouthwash,9,10.25,55,80
1387,53,43638,Toothbrush,9,10.65,106,68
1388,56,47658,Toothbrush,4,5.17,116,60
1389,57,59817,Toothbrush,8,7.11,85,76
1390,52,32616,Toothpaste,9,8.55,71,67
1391,51,52145,Whitening Kit,9,7.67,55,79
1392,64,37921,Mouthwash,4,5.19,96,60
1393,41,43413,Toothpaste,7,5.08,57,75
1394,39,45867,Toothbrush,8,4.42,57,73
1395,22,26997,Toothpaste,10,10.06,39,81
1396,50,35653,Mouthwash,6,9.16,28,79
1397,53,61212,Mouthwash,6,11.67,26,78
1398,64,55634,Whitening Kit,7,4.98,101,67
1399,37,44248,Toothbrush,8,8.25,98,64
1400,36,47917,Toothbrush,9,7.84,73,77
1401,52,41469,Toothpaste,15,8.43,70,81
1402,60,61279,Toothbrush,8,9.02,22,83
1403,34,42595,Toothpaste,5,15.49,73,66
1404,62,47782,Mouthwash,6,15.4,111,69
1405,60,58752,Mouthwash,12,8.4,45,78
1406,51,35671,Mouthwash,10,11.54,15,88
1407,26,63705,Mouthwash,4,5.35,65,67
1408,43,26634,Mouthwash,5,7.25,96,71
1409,19,64555,Toothpaste,14,5.51,111,74
1410,26,40527,Mouthwash,5,8.13,18,80
1411,26,42087,Toothpaste,15,8.81,11,91
1412,57,22319,Mouthwash,7,13.25,99,65
1413,34,39542,Toothpaste,8,5.17,97,61
1414,18,32522,Toothpaste,5,10.82,4,83
1415,42,37708,Toothpaste,6,6.47,34,75
1416,60,43352,Toothbrush,13,6.1,48,84
1417,57,56493,Toothpaste,10,6.91,83,72
1418,59,47491,Toothpaste,5,12.45,48,78
1419,42,48692,Mouthwash,11,2.6,76,74
1420,56,31853,Toothpaste,6,8.63,40,79
1421,52,34430,Toothpaste,10,10.32,59,82
1422,20,66584,Whitening Kit,4,5.08,100,63
1423,54,36177,Toothbrush,6,8.83,48,74
1424,61,64874,Whitening Kit,9,5.69,41,80
1425,61,42083,Mouthwash,10,12.41,22,82
1426,47,45027,Toothbrush,6,4.28,111,57
1427,55,57844,Toothbrush,6,8.95,64,74
1428,51,60262,Whitening Kit,3,6.42,76,63
1429,29,43670,Toothbrush,13,7.15,49,85
1430,36,40341,Whitening Kit,10,6.78,118,65
1431,54,44328,Toothpaste,8,10.28,55,76
1432,61,49055,Whitening Kit,14,7.99,92,71
1433,34,55695,Toothbrush,7,3.99,15,81
1434,27,45050,Toothbrush,12,8.45,4,89
1435,64,52426,Mouthwash,9,8.2,8,82
1436,29,64660,Mouthwash,12,10.13,95,71
1437,33,49575,Mouthwash,3,8.37,60,66
1438,41,48739,Mouthwash,7,3.73,90,64
1439,36,26773,Toothbrush,7,10.47,3,83
1440,25,13431,Mouthwash,8,10.39,103,62
1441,48,49660,Whitening Kit,8,8.84,7,88
1442,38,43862,Toothpaste,9,8.26,79,73
1443,34,38822,Toothbrush,7,8.47,84,69
1444,40,47922,Mouthwash,4,10.42,17,80
1445,54,44275,Toothbrush,9,10.94,96,67
1446,33,58533,Mouthwash,12,8.87,10,87
1447,23,46033,Toothbrush,7,9.12,80,76
1448,25,36036,Mouthwash,9,8.03,112,63
1449,42,56881,Toothpaste,7,13.55,26,76
1450,35,42394,Mouthwash,11,2.44,22,84
1451,42,51318,Whitening Kit,8,5.88,15,81
1452,29,39271,Toothbrush,8,5.55,58,78
1453,32,37202,Toothbrush,9,12.79,60,78
1454,43,46010,Whitening Kit,3,6.99,76,74
1455,58,45153,Whitening Kit,8,2.54,39,80
1456,62,50757,Toothpaste,9,5.51,3,86
1457,43,41776,Toothbrush,6,8.94,60,70
1458,64,22963,Toothpaste,9,7.63,53,81
1459,49,39806,Toothbrush,7,7.29,24,77
1460,27,54525,Toothbrush,8,8.06,55,75
1461,33,41431,Toothpaste,8,10.4,2,82
1462,24,42043,Toothbrush,9,9.86,68,72
1463,34,56836,Toothbrush,9,5.51,23,82
1464,40,36456,Toothpaste,8,8.29,59,73
1465,43,26486,Mouthwash,8,11.43,57,77
1466,38,43072,Toothpaste,8,8.09,87,70
1467,39,39189,Toothbrush,7,6.07,72,70
1468,24,33405,Whitening Kit,9,4.68,42,76
1469,31,42895,Mouthwash,6,8.14,108,63
1470,32,50898,Whitening Kit,6,7.01,12,75
1471,24,44888,Mouthwash,6,6.97,73,69
1472,26,48683,Whitening Kit,7,8.08,75,78
1473,25,66760,Mouthwash,8,5.81,109,67
1474,40,40885,Toothpaste,10,10.73,95,73
1475,46,48340,Mouthwash,9,7.32,1,87
1476,35,38889,Mouthwash,8,12.47,99,71
1477,48,34843,Mouthwash,8,10.08,54,81
1478,47,37981,Toothbrush,3,7.31,43,74
1479,56,39254,Whitening Kit,9,4.3,62,74
1480,52,49313,Toothpaste,11,9.16,15,84
1481,35,73188,Whitening Kit,12,8.68,7,91
1482,59,36407,Whitening Kit,5,5.75,28,74
1483,56,40000,Toothpaste,8,4.63,112,67
1484,34,44242,Toothbrush,11,7.47,6,90
1485,31,49749,Mouthwash,12,8.09,20,88
1486,48,48162,Toothbrush,0,7.9,88,67
1487,41,60409,Toothbrush,7,7.51,42,77
1488,52,15883,Mouthwash,12,10.49,100,77
1489,61,16356,Whitening Kit,5,5.91,38,76
1490,62,39049,Mouthwash,7,12.24,62,75
1491,51,58167,Toothpaste,6,3.33,76,66
1492,20,26212,Mouthwash,8,5.68,3,87
1493,54,8908,Whitening Kit,12,4.52,28,78
1494,60,51854,Toothbrush,9,8.05,12,87
1495,57,47923,Toothbrush,12,8.5,119,70
1496,43,31917,Mouthwash,8,11.88,80,70
1497,40,33173,Toothpaste,8,8.03,44,79
1498,61,33363,Whitening Kit,14,9.62,15,87
1499,56,46326,Toothbrush,9,4.78,118,71
1500,32,37484,Mouthwash,8,4.05,55,75
1501,21,50928,Toothpaste,5,10.77,95,67
1502,46,10744,Toothpaste,1,9.85,117,53
1503,39,34717,Toothbrush,6,8.1,85,68
1504,42,31487,Toothbrush,7,5.31,82,68
1505,30,41923,Whitening Kit,8,13.58,48,74
1506,35,38543,Toothpaste,5,9.57,6,76
1507,50,54574,Whitening Kit,8,5.77,64,73
1508,33,22687,Toothpaste,5,7.63,81,62
1509,62,45545,Toothpaste,6,3.85,87,71
1510,59,51700,Mouthwash,14,7.8,35,87
1511,61,67279,Toothbrush,5,6.34,82,69
1512,19,39218,Toothpaste,4,13.47,11,78
1513,52,48893,Whitening Kit,12,9.4,23,85
1514,59,23353,Toothbrush,6,1.18,57,74
1515,51,16296,Whitening Kit,8,12.1,81,67
1516,47,55137,Toothbrush,7,8.51,70,82
1517,30,44933,Toothbrush,3,11.35,88,60
1518,30,59142,Toothpaste,9,8.19,114,68
1519,35,28519,Mouthwash,7,7.88,37,76
1520,49,51238,Toothpaste,7,5.41,63,77
1521,49,67425,Toothbrush,7,9.13,80,69
1522,52,50036,Toothpaste,8,10.22,93,68
1523,56,48318,Toothpaste,9,3.12,29,78
1524,63,45102,Toothbrush,8,5.45,116,62
1525,46,26149,Toothbrush,13,4.42,42,88
1526,46,61266,Toothpaste,9,11.96,28,82
1527,61,37669,Toothpaste,11,10.3,16,83
1528,33,51053,Toothpaste,10,6.6,67,77
1529,61,26243,Whitening Kit,6,10.19,106,69
1530,64,30846,Toothpaste,4,4.08,88,64
1531,27,62221,Whitening Kit,8,8.26,18,86
1532,47,40832,Mouthwash,10,9.84,48,81
1533,42,62439,Whitening Kit,4,6.15,17,80
1534,56,44061,Toothpaste,11,7.48,113,69
1535,37,22897,Mouthwash,11,8.76,74,72
1536,22,55704,Whitening Kit,6,10.38,101,63
1537,18,37921,Whitening Kit,5,3.69,25,74
1538,47,53384,Toothbrush,12,7.07,100,71
1539,20,45302,Mouthwash,8,5.2,111,65
1540,62,26482,Toothbrush,10,8.87,48,75
1541,31,46971,Mouthwash,6,6.73,87,71
1542,47,71354,Whitening Kit,6,9.54,50,70
1543,21,50915,Toothbrush,10,4.14,19,83
1544,35,44309,Toothpaste,5,6.32,74,66
1545,54,57904,Whitening Kit,9,12.51,75,75
1546,42,47528,Mouthwash,10,6.99,41,83
1547,18,47514,Mouthwash,13,10.2,5,90
1548,63,31900,Toothbrush,4,4.86,6,83
1549,32,47806,Toothbrush,6,3.78,3,84
1550,26,57425,Mouthwash,9,11.01,45,79
1551,32,34967,Whitening Kit,9,9.51,102,69
1552,41,62093,Toothbrush,9,6.46,75,75
1553,21,43899,Toothpaste,6,11.59,61,77
1554,29,34346,Mouthwash,5,5.95,112,60
1555,54,56971,Toothpaste,10,5.36,107,68
1556,54,41558,Mouthwash,11,7.54,106,73
1557,60,54114,Toothpaste,9,6.82,48,77
1558,23,41498,Whitening Kit,10,4.6,24,84
1559,56,44282,Mouthwash,5,7.21,110,64
1560,63,50922,Whitening Kit,8,8.13,48,75
1561,41,48490,Toothbrush,6,9.57,26,78
1562,28,21053,Mouthwash,9,14.15,49,73
1563,30,31545,Whitening Kit,11,10.56,90,75
1564,51,56152,Toothpaste,5,4.85,88,64
1565,42,43414,Whitening Kit,11,14.31,104,65
1566,24,38715,Mouthwash,11,7.63,55,79
1567,21,28697,Whitening Kit,8,8.33,4,88
1568,25,32043,Toothpaste,5,5.8,49,74
1569,37,20738,Toothpaste,10,7.48,74,70
1570,46,43784,Toothpaste,6,7.44,98,61
1571,62,37818,Toothbrush,7,9.2,44,78
1572,63,33400,Mouthwash,5,9.77,29,79
1573,27,44182,Toothpaste,7,6.55,26,77
1574,60,49367,Toothbrush,10,10.48,83,75
1575,51,70118,Toothpaste,12,6.14,85,74
1576,43,26857,Whitening Kit,8,10.29,83,78
1577,58,58912,Mouthwash,6,5.86,61,67
1578,20,56677,Whitening Kit,10,4.67,40,80
1579,23,35650,Toothbrush,5,6.76,102,64
1580,22,47438,Whitening Kit,2,6.88,19,73
1581,22,39508,Whitening Kit,5,5.04,82,65
1582,64,47228,Toothpaste,5,6.55,14,84
1583,40,63109,Whitening Kit,12,6.14,35,86
1584,26,52267,Toothpaste,15,7.51,82,80
1585,52,51103,Toothpaste,9,8.87,92,74
1586,37,39836,Mouthwash,7,7.29,19,82
1587,59,27191,Toothbrush,9,5.16,89,72
1588,52,42498,Toothbrush,11,6.59,79,77
1589,35,59479,Toothbrush,6,9.98,112,64
1590,34,26673,Toothpaste,7,5.84,113,64
1591,41,32338,Toothbrush,5,5.1,3,86
1592,20,46515,Toothpaste,11,3.66,87,71
1593,49,33184,Mouthwash,5,5.79,50,71
1594,52,35489,Toothbrush,7,9.56,109,66
1595,55,39916,Toothpaste,9,5.67,12,84
1596,30,28612,Toothbrush,7,7.41,96,67
1597,64,33310,Toothbrush,6,6.28,115,56
1598,42,53441,Mouthwash,10,6.13,54,80
1599,26,29311,Whitening Kit,1,10.78,92,59
1600,21,25825,Toothbrush,10,7.13,98,77
1601,31,37439,Mouthwash,8,4.36,65,73
1602,54,53783,Toothbrush,10,3.68,10,87
1603,51,42636,Toothbrush,5,4.86,114,60
1604,28,39425,Toothbrush,9,4.57,27,81
1605,58,45532,Toothbrush,11,9.65,76,75
1606,20,24051,Whitening Kit,6,6.98,109,63
1607,45,50936,Whitening Kit,4,7.66,100,60
1608,46,49601,Toothbrush,9,6.87,117,66
1609,26,40088,Toothbrush,3,7.0,97,63
1610,20,57071,Mouthwash,1,9.85,68,62
1611,42,31470,Mouthwash,10,10.04,21,83
1612,51,58534,Toothpaste,7,11.97,20,83
1613,29,46853,Whitening Kit,10,5.3,114,66
1614,59,40961,Toothbrush,6,6.52,17,80
1615,26,44761,Whitening Kit,10,7.99,116,71
1616,32,43712,Mouthwash,5,11.43,46,72
1617,57,59643,Whitening Kit,11,5.76,34,84
1618,42,32079,Whitening Kit,7,9.86,78,75
1619,22,35849,Toothbrush,9,5.98,10,88
1620,28,57435,Toothbrush,8,9.93,20,80
1621,51,37853,Mouthwash,7,7.73,64,72
1622,41,55806,Toothbrush,4,4.89,62,70
1623,32,65393,Mouthwash,10,7.2,99,68
1624,55,40178,Mouthwash,9,9.03,79,70
1625,25,53176,Toothpaste,8,0.3,39,76
1626,22,31155,Toothpaste,10,9.77,91,69
1627,43,54056,Toothpaste,8,3.84,62,76
1628,35,47393,Whitening Kit,17,6.95,79,89
1629,23,50676,Toothpaste,14,7.23,83,79
1630,54,37253,Toothbrush,11,0.68,90,65
1631,30,25066,Toothbrush,10,5.96,12,83
1632,45,51039,Toothpaste,14,8.54,24,89
1633,22,20239,Whitening Kit,6,12.16,53,75
1634,30,41191,Mouthwash,10,9.56,100,66
1635,34,56294,Whitening Kit,7,9.76,33,81
1636,57,47302,Whitening Kit,5,2.1,69,67
1637,62,68380,Mouthwash,4,6.75,73,71
1638,49,57301,Mouthwash,9,12.05,104,64
1639,46,37153,Mouthwash,2,10.0,78,64
1640,20,45327,Toothbrush,5,6.22,46,70
1641,57,44431,Mouthwash,6,7.79,100,66
1642,51,26013,Mouthwash,7,9.95,89,62
1643,57,33715,Whitening Kit,4,9.89,7,78
1644,44,38270,Whitening Kit,5,7.18,98,62
1645,30,20565,Toothpaste,8,6.89,43,74
1646,62,45569,Whitening Kit,4,8.6,7,74
1647,50,42011,Mouthwash,5,9.94,95,65
1648,23,24925,Toothbrush,7,6.52,116,63
1649,41,49850,Whitening Kit,11,2.88,61,77
1650,36,53590,Whitening Kit,11,7.3,32,79
1651,33,47724,Mouthwash,3,4.34,85,61
1652,57,41111,Whitening Kit,10,12.33,113,73
1653,45,52097,Whitening Kit,8,5.12,59,79
1654,50,53162,Mouthwash,9,7.21,79,70
1655,58,48688,Whitening Kit,8,5.72,30,75
1656,30,35104,Toothbrush,4,6.2,4,81
1657,60,48319,Toothpaste,5,9.59,34,74
1658,62,59345,Whitening Kit,8,10.13,9,85
1659,42,37840,Toothbrush,8,9.14,60,74
1660,59,70175,Whitening Kit,10,9.92,76,76
1661,53,38692,Toothpaste,7,6.18,94,69
1662,44,45388,Mouthwash,6,4.76,24,79
1663,55,36930,Toothpaste,5,5.63,115,60
1664,24,47679,Whitening Kit,9,8.58,55,72
1665,22,24093,Toothpaste,8,10.54,119,66
1666,60,38447,Toothpaste,13,4.41,29,81
1667,62,31894,Mouthwash,7,6.61,54,72
1668,48,46624,Whitening Kit,8,6.82,51,78
1669,40,56933,Toothpaste,8,5.57,22,83
1670,59,52752,Toothpaste,6,8.99,99,69
1671,27,16540,Mouthwash,12,10.0,20,89
1672,49,69504,Toothbrush,9,13.63,37,84
1673,60,48543,Whitening Kit,9,12.44,105,67
1674,47,35682,Toothbrush,7,9.48,51,76
1675,56,46885,Toothbrush,10,6.35,73,77
1676,48,47114,Mouthwash,10,9.27,117,63
1677,35,36997,Mouthwash,8,2.61,86,69
1678,53,47375,Whitening Kit,6,9.15,50,73
1679,19,37710,Toothbrush,10,8.41,80,70
1680,31,40147,Toothpaste,7,7.69,66,76
1681,30,36764,Toothbrush,15,5.55,62,83
1682,46,27807,Mouthwash,5,9.48,44,70
1683,29,46750,Toothpaste,10,5.03,114,71
1684,56,52023,Toothpaste,5,10.14,23,76
1685,19,51178,Mouthwash,7,9.0,93,63
1686,49,54839,Toothpaste,3,8.57,11,83
1687,30,48892,Toothbrush,6,5.04,54,69
1688,63,38607,Mouthwash,8,5.87,55,73
1689,44,55075,Whitening Kit,5,3.78,61,70
1690,58,28709,Mouthwash,4,9.6,99,59
1691,34,34191,Whitening Kit,8,7.59,52,75
1692,57,33429,Whitening Kit,8,6.16,22,84
1693,48,57960,Mouthwash,5,7.16,3,82
1694,51,56313,Mouthwash,7,10.12,111,64
1695,41,50847,Whitening Kit,8,4.65,76,70
1696,62,57863,Whitening Kit,10,6.4,65,78
1697,52,34448,Toothpaste,7,3.55,118,62
1698,23,49183,Mouthwash,7,4.87,58,73
1699,36,43497,Mouthwash,2,6.87,43,70
1700,47,55162,Toothpaste,8,10.21,90,67
1701,24,43617,Mouthwash,8,9.1,98,69
1702,27,40380,Toothpaste,8,9.97,61,77
1703,58,51490,Toothpaste,7,9.16,119,63
1704,49,55514,Mouthwash,4,5.1,93,68
1705,51,36979,Toothbrush,7,11.74,53,73
1706,45,44267,Whitening Kit,9,9.35,110,65
1707,32,32298,Mouthwash,13,11.99,33,85
1708,47,15023,Toothbrush,6,11.68,96,69
1709,54,47405,Toothpaste,8,7.27,25,83
1710,46,52306,Toothbrush,10,6.28,50,74
1711,39,48144,Mouthwash,3,1.91,114,59
1712,21,21605,Mouthwash,7,7.92,47,73
1713,37,40789,Toothbrush,7,7.4,58,66
1714,49,18379,Mouthwash,14,5.9,100,75
1715,53,61436,Whitening Kit,7,6.25,66,71
1716,21,31967,Toothbrush,13,8.8,79,77
1717,44,60064,Toothpaste,4,2.79,13,76
1718,34,56350,Toothbrush,5,10.7,42,72
1719,29,34192,Toothbrush,9,9.69,15,82
1720,39,31406,Toothbrush,13,6.61,6,86
1721,34,49204,Toothbrush,10,7.31,85,74
1722,27,34868,Toothpaste,8,8.29,42,77
1723,18,46229,Toothpaste,7,9.54,90,68
1724,39,39206,Toothpaste,5,12.57,35,78
1725,43,23626,Toothbrush,8,6.18,109,65
1726,35,18234,Whitening Kit,7,10.91,82,66
1727,31,47720,Whitening Kit,13,6.95,6,94
1728,64,38261,Toothpaste,10,6.51,78,70
1729,46,38362,Whitening Kit,5,6.86,18,77
1730,29,53350,Whitening Kit,10,10.21,43,77
1731,53,59081,Whitening Kit,13,6.07,20,87
1732,52,41729,Whitening Kit,7,7.77,79,61
1733,29,40912,Whitening Kit,8,6.22,53,74
1734,24,51001,Mouthwash,4,6.43,109,60
1735,46,28716,Toothpaste,9,10.88,48,77
1736,28,47677,Toothbrush,6,7.47,27,80
1737,50,51622,Whitening Kit,10,5.83,88,72
1738,23,53162,Mouthwash,7,6.41,76,72
1739,64,21758,Toothbrush,8,8.2,1,83
1740,32,35863,Mouthwash,6,7.37,119,58
1741,49,34460,Whitening Kit,8,7.51,14,79
1742,28,46198,Whitening Kit,13,6.75,118,71
1743,40,50768,Whitening Kit,4,10.11,32,79
1744,43,62960,Whitening Kit,8,8.94,67,71
1745,51,39060,Toothbrush,2,6.94,10,79
1746,63,39029,Toothbrush,7,7.82,26,76
1747,51,58796,Mouthwash,7,5.46,95,65
1748,46,48558,Toothpaste,8,7.32,74,70
1749,21,60211,Whitening Kit,8,5.77,65,75
