customer_id,age,income,preferred_product,transactions_last_year,avg_spend,recency_days,loyalty_score,R,F,M,cluster
1286,50,39344,Mouthwash,8,6.52,68,69,68,8,52.16,3
1287,40,21294,Mouthwash,7,8.48,33,77,33,7,59.36,2
1288,38,54013,Toothbrush,6,1.18,100,62,100,6,7.08,0
1289,36,20219,Toothpaste,4,8.05,118,65,118,4,32.2,0
1290,36,45341,Toothpaste,11,4.22,59,79,59,11,46.419999999999995,3
1291,53,20066,Whitening Kit,8,9.37,35,77,35,8,74.96,2
1292,46,41156,Whitening Kit,3,6.16,13,80,13,3,18.48,2
1293,35,64720,Whitening Kit,10,6.14,79,76,79,10,61.4,3
1294,19,49327,Whitening Kit,5,4.59,61,71,61,5,22.95,0
1295,18,34638,Whitening Kit,8,7.96,97,68,97,8,63.68,3
1296,64,44625,Whitening Kit,9,5.38,92,71,92,9,48.42,3
1297,22,45216,Toothpaste,4,7.37,48,72,48,4,29.48,0
1298,37,50671,Mouthwash,10,6.68,98,67,98,10,66.8,3
1299,28,28597,Whitening Kit,13,4.94,38,85,38,13,64.22,1
1300,59,52110,Toothpaste,8,6.53,65,77,65,8,52.24,3
1301,19,12547,Whitening Kit,11,6.02,54,79,54,11,66.22,3
1302,20,37441,Toothbrush,9,9.93,31,82,31,9,89.37,1
1303,40,39140,Toothbrush,15,10.34,49,82,49,15,155.1,1
1304,29,52599,Toothpaste,5,4.2,81,62,81,5,21.0,0
1305,37,45271,Mouthwash,9,7.98,22,85,22,9,71.82000000000001,2
1306,22,28133,Toothbrush,11,6.8,96,70,96,11,74.8,3
1307,54,33180,Toothbrush,9,5.3,29,88,29,9,47.699999999999996,2
1308,55,47384,Mouthwash,8,7.86,65,71,65,8,62.88,3
1309,47,44051,Toothbrush,7,8.67,48,74,48,7,60.69,2
1310,26,38050,Whitening Kit,5,0.85,92,65,92,5,4.25,0
1311,51,39229,Mouthwash,8,10.01,105,66,105,8,80.08,3
1312,61,53354,Toothbrush,8,9.28,66,76,66,8,74.24,3
1313,52,38787,Mouthwash,8,7.43,25,83,25,8,59.44,2
1314,39,43942,Whitening Kit,5,5.31,21,81,21,5,26.549999999999997,2
1315,61,71039,Toothbrush,8,8.72,101,66,101,8,69.76,3
1316,41,27915,Toothpaste,9,5.86,26,86,26,9,52.74,2
1317,34,22777,Toothbrush,12,10.67,104,76,104,12,128.04,1
1318,27,54403,Toothbrush,6,9.74,1,78,1,6,58.44,2
1319,47,36856,Whitening Kit,8,7.55,32,79,32,8,60.4,2
1320,63,41181,Toothpaste,5,5.49,73,73,73,5,27.450000000000003,0
1321,40,35626,Toothpaste,7,8.74,46,73,46,7,61.18,2
1322,49,41882,Toothpaste,14,9.48,113,75,113,14,132.72,1
1323,34,64182,Whitening Kit,6,6.66,5,84,5,6,39.96,2
1324,34,54625,Whitening Kit,16,8.53,40,87,40,16,136.48,1
1325,31,55346,Whitening Kit,12,6.3,17,91,17,12,75.6,1
1326,26,28005,Whitening Kit,5,3.14,53,70,53,5,15.700000000000001,0
1327,57,31186,Whitening Kit,4,3.34,93,65,93,4,13.36,0
1328,19,10931,Toothpaste,5,7.89,108,70,108,5,39.449999999999996,0
1329,62,35287,Mouthwash,5,11.31,83,65,83,5,56.550000000000004,0
1330,42,56480,Whitening Kit,6,5.08,104,60,104,6,30.48,0
1331,56,51203,Mouthwash,10,5.49,29,79,29,10,54.900000000000006,2
1332,26,42341,Toothbrush,12,8.25,115,73,115,12,99.0,3
1333,39,44732,Toothbrush,5,7.59,76,66,76,5,37.95,0
1334,60,36733,Whitening Kit,9,8.21,8,86,8,9,73.89000000000001,2
1335,63,47457,Toothbrush,9,8.79,107,66,107,9,79.10999999999999,3
1336,21,54190,Mouthwash,13,7.45,43,88,43,13,96.85000000000001,1
1337,43,25609,Toothbrush,7,7.84,95,69,95,7,54.879999999999995,3
1338,46,48595,Toothbrush,7,4.68,15,84,15,7,32.76,2
1339,62,56189,Mouthwash,7,6.45,34,83,34,7,45.15,2
1340,51,40018,Toothbrush,6,10.66,90,70,90,6,63.96,0
1341,40,53408,Whitening Kit,12,8.68,35,83,35,12,104.16,1
1342,54,78775,Mouthwash,8,8.2,93,72,93,8,65.6,3
1343,28,43747,Mouthwash,7,5.32,33,78,33,7,37.24,2
1344,23,49719,Toothpaste,11,5.49,97,69,97,11,60.39,3
1345,35,36143,Toothpaste,14,4.81,100,71,100,14,67.33999999999999,3
1346,38,47175,Mouthwash,5,2.91,21,72,21,5,14.55,2
1347,59,50523,Mouthwash,6,6.83,94,64,94,6,40.980000000000004,0
1348,53,47338,Toothpaste,5,6.53,19,82,19,5,32.65,2
1349,58,32763,Whitening Kit,7,7.96,96,65,96,7,55.72,3
1350,55,47476,Toothbrush,7,10.09,114,61,114,7,70.63,3
1351,51,62546,Toothbrush,7,5.93,1,87,1,7,41.51,2
1352,34,50383,Toothbrush,9,10.62,51,74,51,9,95.58,1
1353,54,56543,Mouthwash,7,8.79,33,80,33,7,61.529999999999994,2
1354,42,42155,Whitening Kit,12,11.05,26,85,26,12,132.60000000000002,1
1355,55,53998,Toothpaste,7,4.65,42,73,42,7,32.550000000000004,2
1356,29,48351,Whitening Kit,14,10.43,54,84,54,14,146.01999999999998,1
1357,40,33589,Whitening Kit,5,5.81,45,74,45,5,29.049999999999997,0
1358,59,48822,Toothbrush,5,5.51,27,74,27,5,27.549999999999997,2
1359,39,33099,Toothpaste,7,7.35,51,73,51,7,51.449999999999996,2
1360,38,37405,Whitening Kit,8,5.38,28,87,28,8,43.04,2
1361,44,47271,Toothpaste,6,8.57,84,72,84,6,51.42,0
1362,48,48566,Mouthwash,9,9.6,8,86,8,9,86.39999999999999,2
1363,23,30729,Toothbrush,8,8.73,90,70,90,8,69.84,3
1364,44,57647,Toothpaste,5,7.36,31,78,31,5,36.800000000000004,2
1365,57,51864,Mouthwash,8,10.45,5,78,5,8,83.6,2
1366,51,36543,Mouthwash,7,8.57,11,79,11,7,59.99,2
1367,29,26548,Mouthwash,16,7.14,85,87,85,16,114.24,1
1368,62,43261,Whitening Kit,8,7.18,72,69,72,8,57.44,3
1369,24,39648,Whitening Kit,7,5.29,26,82,26,7,37.03,2
1370,27,46357,Toothbrush,6,5.09,60,72,60,6,30.54,0
1371,62,40642,Toothbrush,12,6.36,46,86,46,12,76.32000000000001,1
1372,34,20910,Mouthwash,3,4.87,12,73,12,3,14.61,2
1373,43,40339,Toothbrush,5,4.62,107,62,107,5,23.1,0
1374,38,41332,Whitening Kit,6,5.21,13,76,13,6,31.259999999999998,2
1375,45,52603,Toothbrush,11,10.19,74,75,74,11,112.08999999999999,1
1376,63,36621,Toothpaste,6,5.48,116,63,116,6,32.88,0
1377,19,65144,Whitening Kit,6,9.56,93,68,93,6,57.36,0
1378,60,22060,Mouthwash,5,5.9,8,85,8,5,29.5,2
1379,18,60734,Mouthwash,6,7.97,42,76,42,6,47.82,2
1380,53,42308,Toothbrush,9,5.47,117,65,117,9,49.23,3
1381,43,55315,Whitening Kit,5,7.99,102,70,102,5,39.95,0
1382,46,45957,Mouthwash,8,13.19,65,71,65,8,105.52,1
1383,38,58674,Mouthwash,9,5.76,9,84,9,9,51.839999999999996,2
1384,28,40351,Whitening Kit,6,6.77,4,83,4,6,40.62,2
1385,57,31816,Whitening Kit,8,4.53,97,71,97,8,36.24,0
1386,28,62046,Mouthwash,9,10.25,55,80,55,9,92.25,1
1387,53,43638,Toothbrush,9,10.65,106,68,106,9,95.85000000000001,3
1388,56,47658,Toothbrush,4,5.17,116,60,116,4,20.68,0
1389,57,59817,Toothbrush,8,7.11,85,76,85,8,56.88,3
1390,52,32616,Toothpaste,9,8.55,71,67,71,9,76.95,3
1391,51,52145,Whitening Kit,9,7.67,55,79,55,9,69.03,3
1392,64,37921,Mouthwash,4,5.19,96,60,96,4,20.76,0
1393,41,43413,Toothpaste,7,5.08,57,75,57,7,35.56,0
1394,39,45867,Toothbrush,8,4.42,57,73,57,8,35.36,2
1395,22,26997,Toothpaste,10,10.06,39,81,39,10,100.60000000000001,1
1396,50,35653,Mouthwash,6,9.16,28,79,28,6,54.96,2
1397,53,61212,Mouthwash,6,11.67,26,78,26,6,70.02,2
1398,64,55634,Whitening Kit,7,4.98,101,67,101,7,34.86,0
1399,37,44248,Toothbrush,8,8.25,98,64,98,8,66.0,3
1400,36,47917,Toothbrush,9,7.84,73,77,73,9,70.56,3
1401,52,41469,Toothpaste,15,8.43,70,81,70,15,126.44999999999999,1
1402,60,61279,Toothbrush,8,9.02,22,83,22,8,72.16,2
1403,34,42595,Toothpaste,5,15.49,73,66,73,5,77.45,0
1404,62,47782,Mouthwash,6,15.4,111,69,111,6,92.4,3
1405,60,58752,Mouthwash,12,8.4,45,78,45,12,100.80000000000001,1
1406,51,35671,Mouthwash,10,11.54,15,88,15,10,115.39999999999999,1
1407,26,63705,Mouthwash,4,5.35,65,67,65,4,21.4,0
1408,43,26634,Mouthwash,5,7.25,96,71,96,5,36.25,0
1409,19,64555,Toothpaste,14,5.51,111,74,111,14,77.14,3
1410,26,40527,Mouthwash,5,8.13,18,80,18,5,40.650000000000006,2
1411,26,42087,Toothpaste,15,8.81,11,91,11,15,132.15,1
1412,57,22319,Mouthwash,7,13.25,99,65,99,7,92.75,3
1413,34,39542,Toothpaste,8,5.17,97,61,97,8,41.36,3
1414,18,32522,Toothpaste,5,10.82,4,83,4,5,54.1,2
1415,42,37708,Toothpaste,6,6.47,34,75,34,6,38.82,2
1416,60,43352,Toothbrush,13,6.1,48,84,48,13,79.3,1
1417,57,56493,Toothpaste,10,6.91,83,72,83,10,69.1,3
1418,59,47491,Toothpaste,5,12.45,48,78,48,5,62.25,2
1419,42,48692,Mouthwash,11,2.6,76,74,76,11,28.6,3
1420,56,31853,Toothpaste,6,8.63,40,79,40,6,51.78,2
1421,52,34430,Toothpaste,10,10.32,59,82,59,10,103.2,1
1422,20,66584,Whitening Kit,4,5.08,100,63,100,4,20.32,0
1423,54,36177,Toothbrush,6,8.83,48,74,48,6,52.980000000000004,2
1424,61,64874,Whitening Kit,9,5.69,41,80,41,9,51.21,2
1425,61,42083,Mouthwash,10,12.41,22,82,22,10,124.1,1
1426,47,45027,Toothbrush,6,4.28,111,57,111,6,25.68,0
1427,55,57844,Toothbrush,6,8.95,64,74,64,6,53.699999999999996,0
1428,51,60262,Whitening Kit,3,6.42,76,63,76,3,19.259999999999998,0
1429,29,43670,Toothbrush,13,7.15,49,85,49,13,92.95,1
1430,36,40341,Whitening Kit,10,6.78,118,65,118,10,67.8,3
1431,54,44328,Toothpaste,8,10.28,55,76,55,8,82.24,3
1432,61,49055,Whitening Kit,14,7.99,92,71,92,14,111.86,1
1433,34,55695,Toothbrush,7,3.99,15,81,15,7,27.93,2
1434,27,45050,Toothbrush,12,8.45,4,89,4,12,101.39999999999999,1
1435,64,52426,Mouthwash,9,8.2,8,82,8,9,73.8,2
1436,29,64660,Mouthwash,12,10.13,95,71,95,12,121.56,1
1437,33,49575,Mouthwash,3,8.37,60,66,60,3,25.11,0
1438,41,48739,Mouthwash,7,3.73,90,64,90,7,26.11,0
1439,36,26773,Toothbrush,7,10.47,3,83,3,7,73.29,2
1440,25,13431,Mouthwash,8,10.39,103,62,103,8,83.12,3
1441,48,49660,Whitening Kit,8,8.84,7,88,7,8,70.72,2
1442,38,43862,Toothpaste,9,8.26,79,73,79,9,74.34,3
1443,34,38822,Toothbrush,7,8.47,84,69,84,7,59.290000000000006,3
1444,40,47922,Mouthwash,4,10.42,17,80,17,4,41.68,2
1445,54,44275,Toothbrush,9,10.94,96,67,96,9,98.46,3
1446,33,58533,Mouthwash,12,8.87,10,87,10,12,106.44,1
1447,23,46033,Toothbrush,7,9.12,80,76,80,7,63.839999999999996,3
1448,25,36036,Mouthwash,9,8.03,112,63,112,9,72.27,3
1449,42,56881,Toothpaste,7,13.55,26,76,26,7,94.85000000000001,2
1450,35,42394,Mouthwash,11,2.44,22,84,22,11,26.84,2
1451,42,51318,Whitening Kit,8,5.88,15,81,15,8,47.04,2
1452,29,39271,Toothbrush,8,5.55,58,78,58,8,44.4,2
1453,32,37202,Toothbrush,9,12.79,60,78,60,9,115.10999999999999,1
1454,43,46010,Whitening Kit,3,6.99,76,74,76,3,20.97,0
1455,58,45153,Whitening Kit,8,2.54,39,80,39,8,20.32,2
1456,62,50757,Toothpaste,9,5.51,3,86,3,9,49.589999999999996,2
1457,43,41776,Toothbrush,6,8.94,60,70,60,6,53.64,0
1458,64,22963,Toothpaste,9,7.63,53,81,53,9,68.67,3
1459,49,39806,Toothbrush,7,7.29,24,77,24,7,51.03,2
1460,27,54525,Toothbrush,8,8.06,55,75,55,8,64.48,2
1461,33,41431,Toothpaste,8,10.4,2,82,2,8,83.2,2
1462,24,42043,Toothbrush,9,9.86,68,72,68,9,88.74,3
1463,34,56836,Toothbrush,9,5.51,23,82,23,9,49.589999999999996,2
1464,40,36456,Toothpaste,8,8.29,59,73,59,8,66.32,3
1465,43,26486,Mouthwash,8,11.43,57,77,57,8,91.44,3
1466,38,43072,Toothpaste,8,8.09,87,70,87,8,64.72,3
1467,39,39189,Toothbrush,7,6.07,72,70,72,7,42.49,0
1468,24,33405,Whitening Kit,9,4.68,42,76,42,9,42.12,2
1469,31,42895,Mouthwash,6,8.14,108,63,108,6,48.84,0
1470,32,50898,Whitening Kit,6,7.01,12,75,12,6,42.06,2
1471,24,44888,Mouthwash,6,6.97,73,69,73,6,41.82,0
1472,26,48683,Whitening Kit,7,8.08,75,78,75,7,56.56,3
1473,25,66760,Mouthwash,8,5.81,109,67,109,8,46.48,3
1474,40,40885,Toothpaste,10,10.73,95,73,95,10,107.30000000000001,3
1475,46,48340,Mouthwash,9,7.32,1,87,1,9,65.88,2
1476,35,38889,Mouthwash,8,12.47,99,71,99,8,99.76,3
1477,48,34843,Mouthwash,8,10.08,54,81,54,8,80.64,3
1478,47,37981,Toothbrush,3,7.31,43,74,43,3,21.93,0
1479,56,39254,Whitening Kit,9,4.3,62,74,62,9,38.699999999999996,3
1480,52,49313,Toothpaste,11,9.16,15,84,15,11,100.76,1
1481,35,73188,Whitening Kit,12,8.68,7,91,7,12,104.16,1
1482,59,36407,Whitening Kit,5,5.75,28,74,28,5,28.75,2
1483,56,40000,Toothpaste,8,4.63,112,67,112,8,37.04,3
1484,34,44242,Toothbrush,11,7.47,6,90,6,11,82.17,1
1485,31,49749,Mouthwash,12,8.09,20,88,20,12,97.08,1
1486,48,48162,Toothbrush,0,7.9,88,67,88,0,0.0,0
1487,41,60409,Toothbrush,7,7.51,42,77,42,7,52.57,2
1488,52,15883,Mouthwash,12,10.49,100,77,100,12,125.88,1
1489,61,16356,Whitening Kit,5,5.91,38,76,38,5,29.55,2
1490,62,39049,Mouthwash,7,12.24,62,75,62,7,85.68,3
1491,51,58167,Toothpaste,6,3.33,76,66,76,6,19.98,0
1492,20,26212,Mouthwash,8,5.68,3,87,3,8,45.44,2
1493,54,8908,Whitening Kit,12,4.52,28,78,28,12,54.239999999999995,2
1494,60,51854,Toothbrush,9,8.05,12,87,12,9,72.45,2
1495,57,47923,Toothbrush,12,8.5,119,70,119,12,102.0,3
1496,43,31917,Mouthwash,8,11.88,80,70,80,8,95.04,3
1497,40,33173,Toothpaste,8,8.03,44,79,44,8,64.24,2
1498,61,33363,Whitening Kit,14,9.62,15,87,15,14,134.67999999999998,1
1499,56,46326,Toothbrush,9,4.78,118,71,118,9,43.02,3
1500,32,37484,Mouthwash,8,4.05,55,75,55,8,32.4,2
1501,21,50928,Toothpaste,5,10.77,95,67,95,5,53.849999999999994,0
1502,46,10744,Toothpaste,1,9.85,117,53,117,1,9.85,0
1503,39,34717,Toothbrush,6,8.1,85,68,85,6,48.599999999999994,0
1504,42,31487,Toothbrush,7,5.31,82,68,82,7,37.169999999999995,0
1505,30,41923,Whitening Kit,8,13.58,48,74,48,8,108.64,1
1506,35,38543,Toothpaste,5,9.57,6,76,6,5,47.85,2
1507,50,54574,Whitening Kit,8,5.77,64,73,64,8,46.16,3
1508,33,22687,Toothpaste,5,7.63,81,62,81,5,38.15,0
1509,62,45545,Toothpaste,6,3.85,87,71,87,6,23.1,0
1510,59,51700,Mouthwash,14,7.8,35,87,35,14,109.2,1
1511,61,67279,Toothbrush,5,6.34,82,69,82,5,31.7,0
1512,19,39218,Toothpaste,4,13.47,11,78,11,4,53.88,2
1513,52,48893,Whitening Kit,12,9.4,23,85,23,12,112.80000000000001,1
1514,59,23353,Toothbrush,6,1.18,57,74,57,6,7.08,0
1515,51,16296,Whitening Kit,8,12.1,81,67,81,8,96.8,3
1516,47,55137,Toothbrush,7,8.51,70,82,70,7,59.57,3
1517,30,44933,Toothbrush,3,11.35,88,60,88,3,34.05,0
1518,30,59142,Toothpaste,9,8.19,114,68,114,9,73.71,3
1519,35,28519,Mouthwash,7,7.88,37,76,37,7,55.16,2
1520,49,51238,Toothpaste,7,5.41,63,77,63,7,37.870000000000005,0
1521,49,67425,Toothbrush,7,9.13,80,69,80,7,63.910000000000004,3
1522,52,50036,Toothpaste,8,10.22,93,68,93,8,81.76,3
1523,56,48318,Toothpaste,9,3.12,29,78,29,9,28.080000000000002,2
1524,63,45102,Toothbrush,8,5.45,116,62,116,8,43.6,3
1525,46,26149,Toothbrush,13,4.42,42,88,42,13,57.46,1
1526,46,61266,Toothpaste,9,11.96,28,82,28,9,107.64000000000001,1
1527,61,37669,Toothpaste,11,10.3,16,83,16,11,113.30000000000001,1
1528,33,51053,Toothpaste,10,6.6,67,77,67,10,66.0,3
1529,61,26243,Whitening Kit,6,10.19,106,69,106,6,61.14,0
1530,64,30846,Toothpaste,4,4.08,88,64,88,4,16.32,0
1531,27,62221,Whitening Kit,8,8.26,18,86,18,8,66.08,2
1532,47,40832,Mouthwash,10,9.84,48,81,48,10,98.4,1
1533,42,62439,Whitening Kit,4,6.15,17,80,17,4,24.6,2
1534,56,44061,Toothpaste,11,7.48,113,69,113,11,82.28,3
1535,37,22897,Mouthwash,11,8.76,74,72,74,11,96.36,1
1536,22,55704,Whitening Kit,6,10.38,101,63,101,6,62.28,0
1537,18,37921,Whitening Kit,5,3.69,25,74,25,5,18.45,2
1538,47,53384,Toothbrush,12,7.07,100,71,100,12,84.84,3
1539,20,45302,Mouthwash,8,5.2,111,65,111,8,41.6,3
1540,62,26482,Toothbrush,10,8.87,48,75,48,10,88.69999999999999,1
1541,31,46971,Mouthwash,6,6.73,87,71,87,6,40.38,0
1542,47,71354,Whitening Kit,6,9.54,50,70,50,6,57.239999999999995,2
1543,21,50915,Toothbrush,10,4.14,19,83,19,10,41.4,2
1544,35,44309,Toothpaste,5,6.32,74,66,74,5,31.6,0
1545,54,57904,Whitening Kit,9,12.51,75,75,75,9,112.59,1
1546,42,47528,Mouthwash,10,6.99,41,83,41,10,69.9,2
1547,18,47514,Mouthwash,13,10.2,5,90,5,13,132.6,1
1548,63,31900,Toothbrush,4,4.86,6,83,6,4,19.44,2
1549,32,47806,Toothbrush,6,3.78,3,84,3,6,22.68,2
1550,26,57425,Mouthwash,9,11.01,45,79,45,9,99.09,1
1551,32,34967,Whitening Kit,9,9.51,102,69,102,9,85.59,3
1552,41,62093,Toothbrush,9,6.46,75,75,75,9,58.14,3
1553,21,43899,Toothpaste,6,11.59,61,77,61,6,69.53999999999999,2
1554,29,34346,Mouthwash,5,5.95,112,60,112,5,29.75,0
1555,54,56971,Toothpaste,10,5.36,107,68,107,10,53.6,3
1556,54,41558,Mouthwash,11,7.54,106,73,106,11,82.94,3
1557,60,54114,Toothpaste,9,6.82,48,77,48,9,61.38,2
1558,23,41498,Whitening Kit,10,4.6,24,84,24,10,46.0,2
1559,56,44282,Mouthwash,5,7.21,110,64,110,5,36.05,0
1560,63,50922,Whitening Kit,8,8.13,48,75,48,8,65.04,2
1561,41,48490,Toothbrush,6,9.57,26,78,26,6,57.42,2
1562,28,21053,Mouthwash,9,14.15,49,73,49,9,127.35000000000001,1
1563,30,31545,Whitening Kit,11,10.56,90,75,90,11,116.16000000000001,1
1564,51,56152,Toothpaste,5,4.85,88,64,88,5,24.25,0
1565,42,43414,Whitening Kit,11,14.31,104,65,104,11,157.41,1
1566,24,38715,Mouthwash,11,7.63,55,79,55,11,83.92999999999999,1
1567,21,28697,Whitening Kit,8,8.33,4,88,4,8,66.64,2
1568,25,32043,Toothpaste,5,5.8,49,74,49,5,29.0,0
1569,37,20738,Toothpaste,10,7.48,74,70,74,10,74.80000000000001,3
1570,46,43784,Toothpaste,6,7.44,98,61,98,6,44.64,0
1571,62,37818,Toothbrush,7,9.2,44,78,44,7,64.39999999999999,2
1572,63,33400,Mouthwash,5,9.77,29,79,29,5,48.849999999999994,2
1573,27,44182,Toothpaste,7,6.55,26,77,26,7,45.85,2
1574,60,49367,Toothbrush,10,10.48,83,75,83,10,104.80000000000001,1
1575,51,70118,Toothpaste,12,6.14,85,74,85,12,73.67999999999999,3
1576,43,26857,Whitening Kit,8,10.29,83,78,83,8,82.32,3
1577,58,58912,Mouthwash,6,5.86,61,67,61,6,35.160000000000004,0
1578,20,56677,Whitening Kit,10,4.67,40,80,40,10,46.7,2
1579,23,35650,Toothbrush,5,6.76,102,64,102,5,33.8,0
1580,22,47438,Whitening Kit,2,6.88,19,73,19,2,13.76,2
1581,22,39508,Whitening Kit,5,5.04,82,65,82,5,25.2,0
1582,64,47228,Toothpaste,5,6.55,14,84,14,5,32.75,2
1583,40,63109,Whitening Kit,12,6.14,35,86,35,12,73.67999999999999,1
1584,26,52267,Toothpaste,15,7.51,82,80,82,15,112.64999999999999,1
1585,52,51103,Toothpaste,9,8.87,92,74,92,9,79.83,3
1586,37,39836,Mouthwash,7,7.29,19,82,19,7,51.03,2
1587,59,27191,Toothbrush,9,5.16,89,72,89,9,46.44,3
1588,52,42498,Toothbrush,11,6.59,79,77,79,11,72.49,3
1589,35,59479,Toothbrush,6,9.98,112,64,112,6,59.88,0
1590,34,26673,Toothpaste,7,5.84,113,64,113,7,40.879999999999995,0
1591,41,32338,Toothbrush,5,5.1,3,86,3,5,25.5,2
1592,20,46515,Toothpaste,11,3.66,87,71,87,11,40.260000000000005,3
1593,49,33184,Mouthwash,5,5.79,50,71,50,5,28.95,0
1594,52,35489,Toothbrush,7,9.56,109,66,109,7,66.92,3
1595,55,39916,Toothpaste,9,5.67,12,84,12,9,51.03,2
1596,30,28612,Toothbrush,7,7.41,96,67,96,7,51.870000000000005,3
1597,64,33310,Toothbrush,6,6.28,115,56,115,6,37.68,0
1598,42,53441,Mouthwash,10,6.13,54,80,54,10,61.3,3
1599,26,29311,Whitening Kit,1,10.78,92,59,92,1,10.78,0
1600,21,25825,Toothbrush,10,7.13,98,77,98,10,71.3,3
1601,31,37439,Mouthwash,8,4.36,65,73,65,8,34.88,0
1602,54,53783,Toothbrush,10,3.68,10,87,10,10,36.800000000000004,2
1603,51,42636,Toothbrush,5,4.86,114,60,114,5,24.3,0
1604,28,39425,Toothbrush,9,4.57,27,81,27,9,41.13,2
1605,58,45532,Toothbrush,11,9.65,76,75,76,11,106.15,1
1606,20,24051,Whitening Kit,6,6.98,109,63,109,6,41.88,0
1607,45,50936,Whitening Kit,4,7.66,100,60,100,4,30.64,0
1608,46,49601,Toothbrush,9,6.87,117,66,117,9,61.83,3
1609,26,40088,Toothbrush,3,7.0,97,63,97,3,21.0,0
1610,20,57071,Mouthwash,1,9.85,68,62,68,1,9.85,0
1611,42,31470,Mouthwash,10,10.04,21,83,21,10,100.39999999999999,1
1612,51,58534,Toothpaste,7,11.97,20,83,20,7,83.79,2
1613,29,46853,Whitening Kit,10,5.3,114,66,114,10,53.0,3
1614,59,40961,Toothbrush,6,6.52,17,80,17,6,39.12,2
1615,26,44761,Whitening Kit,10,7.99,116,71,116,10,79.9,3
1616,32,43712,Mouthwash,5,11.43,46,72,46,5,57.15,2
1617,57,59643,Whitening Kit,11,5.76,34,84,34,11,63.36,2
1618,42,32079,Whitening Kit,7,9.86,78,75,78,7,69.02,3
1619,22,35849,Toothbrush,9,5.98,10,88,10,9,53.82000000000001,2
1620,28,57435,Toothbrush,8,9.93,20,80,20,8,79.44,2
1621,51,37853,Mouthwash,7,7.73,64,72,64,7,54.11,0
1622,41,55806,Toothbrush,4,4.89,62,70,62,4,19.56,0
1623,32,65393,Mouthwash,10,7.2,99,68,99,10,72.0,3
1624,55,40178,Mouthwash,9,9.03,79,70,79,9,81.27,3
1625,25,53176,Toothpaste,8,0.3,39,76,39,8,2.4,2
1626,22,31155,Toothpaste,10,9.77,91,69,91,10,97.69999999999999,3
1627,43,54056,Toothpaste,8,3.84,62,76,62,8,30.72,0
1628,35,47393,Whitening Kit,17,6.95,79,89,79,17,118.15,1
1629,23,50676,Toothpaste,14,7.23,83,79,83,14,101.22,1
1630,54,37253,Toothbrush,11,0.68,90,65,90,11,7.48,3
1631,30,25066,Toothbrush,10,5.96,12,83,12,10,59.6,2
1632,45,51039,Toothpaste,14,8.54,24,89,24,14,119.55999999999999,1
1633,22,20239,Whitening Kit,6,12.16,53,75,53,6,72.96000000000001,2
1634,30,41191,Mouthwash,10,9.56,100,66,100,10,95.60000000000001,3
1635,34,56294,Whitening Kit,7,9.76,33,81,33,7,68.32,2
1636,57,47302,Whitening Kit,5,2.1,69,67,69,5,10.5,0
1637,62,68380,Mouthwash,4,6.75,73,71,73,4,27.0,0
1638,49,57301,Mouthwash,9,12.05,104,64,104,9,108.45,3
1639,46,37153,Mouthwash,2,10.0,78,64,78,2,20.0,0
1640,20,45327,Toothbrush,5,6.22,46,70,46,5,31.099999999999998,0
1641,57,44431,Mouthwash,6,7.79,100,66,100,6,46.74,0
1642,51,26013,Mouthwash,7,9.95,89,62,89,7,69.64999999999999,3
1643,57,33715,Whitening Kit,4,9.89,7,78,7,4,39.56,2
1644,44,38270,Whitening Kit,5,7.18,98,62,98,5,35.9,0
1645,30,20565,Toothpaste,8,6.89,43,74,43,8,55.12,2
1646,62,45569,Whitening Kit,4,8.6,7,74,7,4,34.4,2
1647,50,42011,Mouthwash,5,9.94,95,65,95,5,49.699999999999996,0
1648,23,24925,Toothbrush,7,6.52,116,63,116,7,45.64,0
1649,41,49850,Whitening Kit,11,2.88,61,77,61,11,31.68,3
1650,36,53590,Whitening Kit,11,7.3,32,79,32,11,80.3,1
1651,33,47724,Mouthwash,3,4.34,85,61,85,3,13.02,0
1652,57,41111,Whitening Kit,10,12.33,113,73,113,10,123.3,3
1653,45,52097,Whitening Kit,8,5.12,59,79,59,8,40.96,2
1654,50,53162,Mouthwash,9,7.21,79,70,79,9,64.89,3
1655,58,48688,Whitening Kit,8,5.72,30,75,30,8,45.76,2
1656,30,35104,Toothbrush,4,6.2,4,81,4,4,24.8,2
1657,60,48319,Toothpaste,5,9.59,34,74,34,5,47.95,2
1658,62,59345,Whitening Kit,8,10.13,9,85,9,8,81.04,2
1659,42,37840,Toothbrush,8,9.14,60,74,60,8,73.12,3
1660,59,70175,Whitening Kit,10,9.92,76,76,76,10,99.2,1
1661,53,38692,Toothpaste,7,6.18,94,69,94,7,43.26,0
1662,44,45388,Mouthwash,6,4.76,24,79,24,6,28.56,2
1663,55,36930,Toothpaste,5,5.63,115,60,115,5,28.15,0
1664,24,47679,Whitening Kit,9,8.58,55,72,55,9,77.22,3
1665,22,24093,Toothpaste,8,10.54,119,66,119,8,84.32,3
1666,60,38447,Toothpaste,13,4.41,29,81,29,13,57.33,1
1667,62,31894,Mouthwash,7,6.61,54,72,54,7,46.27,2
1668,48,46624,Whitening Kit,8,6.82,51,78,51,8,54.56,2
1669,40,56933,Toothpaste,8,5.57,22,83,22,8,44.56,2
1670,59,52752,Toothpaste,6,8.99,99,69,99,6,53.94,0
1671,27,16540,Mouthwash,12,10.0,20,89,20,12,120.0,1
